Data,ID do jogador,Apelido,Agente,NLH,MTT,PLO6,Total,NLH,MTT,PLO6,,,,,
09/03/2026,178675,XixaQ9,PIXPOKER,0,"11,5","98,31"," R$  109,81 ","0,00%","10,47%","89,53%",178675,PLO6,,,
09/03/2026,187114,papudo,PIXPOKER,"0,28",0,"389,29"," R$  389,57 ","0,07%","0,00%","99,93%",187114,PLO6,,,
09/03/2026,190898,RD LOGÍSTICA,PIXPOKER,"0,84","3,5","38,06"," R$  42,40 ","1,98%","8,25%","89,76%",190898,PLO6,,,
09/03/2026,145213,pix145213,PIXPOKER,0,0,"266,81"," R$  266,81 ","0,00%","0,00%","100,00%",145213,PLO6,,,
09/03/2026,127620,Gabriel.R,PIXPOKER,"17,21",0,0," R$  17,21 ","100,00%","0,00%","0,00%",127620,NLH,,,
09/03/2026,172386,pix172386,PIXPOKER,"33,96",0,"150,67"," R$  184,63 ","18,39%","0,00%","81,61%",172386,PLO6,,,
09/03/2026,141508,LSD ?,PIXPOKER,"17,45","3,5","17,6"," R$  38,55 ","45,27%","9,08%","45,65%",141508,PLO6,,,
09/03/2026,158810,Psicopoker,PIXPOKER,"0,47","3,06",0," R$  3,53 ","13,31%","86,69%","0,00%",158810,MTT,,,
09/03/2026,112552,Andinho1505,PIXPOKER,"2,39",0,0," R$  2,39 ","100,00%","0,00%","0,00%",112552,NLH,,,
09/03/2026,136022,R.Santos,PIXPOKER,"4,09",0,0," R$  4,09 ","100,00%","0,00%","0,00%",136022,NLH,,,
09/03/2026,158098,trem bala?,PIXPOKER,"12,86",0,"4,44"," R$  17,30 ","74,34%","0,00%","25,66%",158098,NLH,,,
09/03/2026,184231,Otaldopiza,PIXPOKER,"0,74","1,8","16,23"," R$  18,77 ","3,94%","9,59%","86,47%",184231,PLO6,,,
09/03/2026,129424,KidMoney,PIXPOKER,0,"38,4",0," R$  38,40 ","0,00%","100,00%","0,00%",129424,MTT,,,
09/03/2026,134903,Reis...,PIXPOKER,0,40,0," R$  40,00 ","0,00%","100,00%","0,00%",134903,MTT,,,
09/03/2026,144010,KKPOKER,PIXPOKER,0,70,0," R$  70,00 ","0,00%","100,00%","0,00%",144010,MTT,,,
09/03/2026,153359,semreclamação,PIXPOKER,0,"39,5",0," R$  39,50 ","0,00%","100,00%","0,00%",153359,MTT,,,
09/03/2026,170374,XX99,PIXPOKER,0,170,0," R$  170,00 ","0,00%","100,00%","0,00%",170374,MTT,,,
09/03/2026,170483,gig4nte,PIXPOKER,0,"79,8",0," R$  79,80 ","0,00%","100,00%","0,00%",170483,MTT,,,
09/03/2026,181533,liquidificadora,PIXPOKER,0,133,0," R$  133,00 ","0,00%","100,00%","0,00%",181533,MTT,,,
09/03/2026,143716,Takeshi ?,PIXPOKER,0,107,0," R$  107,00 ","0,00%","100,00%","0,00%",143716,MTT,,,
09/03/2026,155002,FFilho,PIXPOKER,"1,43",0,"47,96"," R$  49,39 ","2,90%","0,00%","97,10%",155002,PLO6,,,
09/03/2026,188178,DelegadoCall,PIXPOKER,"28,15",0,"67,71"," R$  95,86 ","29,37%","0,00%","70,63%",188178,PLO6,,,
09/03/2026,100211,Patrik Estrela,PIXPOKER,0,1,"1,02"," R$  2,02 ","0,00%","49,50%","50,50%",100211,PLO6,,,
09/03/2026,105339,Xiduzera,PIXPOKER,"0,63",19,0," R$  19,63 ","3,21%","96,79%","0,00%",105339,MTT,,,
09/03/2026,135144,gabriel glerean,PIXPOKER,"1,25","3,1",0," R$  4,35 ","28,74%","71,26%","0,00%",135144,MTT,,,
09/03/2026,149427,JJsparrow,PIXPOKER,"0,45",0,0," R$  0,45 ","100,00%","0,00%","0,00%",149427,NLH,,,
09/03/2026,144766,Cigarrinho,PIXPOKER,0,0,"3,2"," R$  3,20 ","0,00%","0,00%","100,00%",144766,PLO6,,,
09/03/2026,190412,Pererestm,PIXPOKER,0,0,"5,27"," R$  5,27 ","0,00%","0,00%","100,00%",190412,PLO6,,,
09/03/2026,100711,César silva,PIXPOKER,0,6,0," R$  6,00 ","0,00%","100,00%","0,00%",100711,MTT,,,
09/03/2026,155269,ghhz97,PIXPOKER,0,"1,5",0," R$  1,50 ","0,00%","100,00%","0,00%",155269,MTT,,,
09/03/2026,159988,pix1599,PIXPOKER,"0,43",0,0," R$  0,43 ","100,00%","0,00%","0,00%",159988,NLH,,,
09/03/2026,129268,olha o pirão,PIXPOKER,0,0,"343,41"," R$  343,41 ","0,00%","0,00%","100,00%",129268,PLO6,,,
09/03/2026,149849,AKarreta_,PIXPOKER,0,0,0, R$  -   ,,,,149849,NLH,,,
09/03/2026,169900,Renan Aoshi,PIXPOKER,0,"14,8","26,14"," R$  40,94 ","0,00%","36,15%","63,85%",169900,PLO6,,,
09/03/2026,171835,TheRock99,PIXPOKER,"2,48","25,05",0," R$  27,53 ","9,01%","90,99%","0,00%",171835,MTT,,,
09/03/2026,156870,JPGA,PIXPOKER,"79,87","12,2","43,36"," R$  135,43 ","58,98%","9,01%","32,02%",156870,NLH,,,
09/03/2026,150610,johnjohn@,PIXPOKER,0,0,"10,3"," R$  10,30 ","0,00%","0,00%","100,00%",150610,PLO6,,,
09/03/2026,158537,??fé no flop,PIXPOKER,"0,21",1,"206,36"," R$  207,57 ","0,10%","0,48%","99,42%",158537,PLO6,,,
09/03/2026,171659,pix171659,PIXPOKER,"0,61",1,"19,95"," R$  21,56 ","2,83%","4,64%","92,53%",171659,PLO6,,,
09/03/2026,100869,pix100869,PIXPOKER,"7,29",0,325," R$  332,29 ","2,19%","0,00%","97,81%",100869,PLO6,,,
09/03/2026,149617,MQ17,PIXPOKER,0,0,"6,14"," R$  6,14 ","0,00%","0,00%","100,00%",149617,PLO6,,,
09/03/2026,151521,geobalaaa,PIXPOKER,0,0,"31,07"," R$  31,07 ","0,00%","0,00%","100,00%",151521,PLO6,,,
09/03/2026,153384,NUTS,PIXPOKER,0,"46,85","59,33"," R$  106,18 ","0,00%","44,12%","55,88%",153384,PLO6,,,
09/03/2026,118258,Gustavo Gomez,PIXPOKER,0,0,"529,4"," R$  529,40 ","0,00%","0,00%","100,00%",118258,PLO6,,,
09/03/2026,154531,allinsemolhar,PIXPOKER,0,"237,4","94,14"," R$  331,54 ","0,00%","71,61%","28,39%",154531,MTT,,,
09/03/2026,157729,Breno Mel ?,PIXPOKER,0,0,"173,18"," R$  173,18 ","0,00%","0,00%","100,00%",157729,PLO6,,,
09/03/2026,159279,QueirozKK,PIXPOKER,"10,99",0,"142,82"," R$  153,81 ","7,15%","0,00%","92,85%",159279,PLO6,,,
09/03/2026,113958,pix113958,PIXPOKER,0,0,"157,94"," R$  157,94 ","0,00%","0,00%","100,00%",113958,PLO6,,,
09/03/2026,148116,joker ?,PIXPOKER,0,0,"2194,98"," R$  2.194,98 ","0,00%","0,00%","100,00%",148116,PLO6,,,
09/03/2026,178968,pix178968,PIXPOKER,0,0,"22,77"," R$  22,77 ","0,00%","0,00%","100,00%",178968,PLO6,,,
09/03/2026,100557,AMARILDOJR,PIXPOKER,"37,64",0,"9,6"," R$  47,24 ","79,68%","0,00%","20,32%",100557,NLH,,,
09/03/2026,159826,ako_sp,PIXPOKER,"2,78",0,0," R$  2,78 ","100,00%","0,00%","0,00%",159826,NLH,,,
09/03/2026,127815,spmgirl,PIXPOKER,0,0,"1,07"," R$  1,07 ","0,00%","0,00%","100,00%",127815,PLO6,,,
09/03/2026,158043,Gustavo  13,PIXPOKER,"8,6",1,"323,53"," R$  333,13 ","2,58%","0,30%","97,12%",158043,PLO6,,,
09/03/2026,160174,botafoguense,PIXPOKER,"1,83",0,"85,65"," R$  87,48 ","2,09%","0,00%","97,91%",160174,PLO6,,,
09/03/2026,137098,PMSC,PIXPOKER,0,"29,7","89,79"," R$  119,49 ","0,00%","24,86%","75,14%",137098,PLO6,,,
09/03/2026,158093,Diegote86,PIXPOKER,"55,12","23,52",0," R$  78,64 ","70,09%","29,91%","0,00%",158093,NLH,,,
09/03/2026,101977,pix101977,PIXPOKER,0,0,"335,39"," R$  335,39 ","0,00%","0,00%","100,00%",101977,PLO6,,,
09/03/2026,153129,Zedd,PIXPOKER,"10,78",0,0," R$  10,78 ","100,00%","0,00%","0,00%",153129,NLH,,,
09/03/2026,193467,Dompicomm,PIXPOKER,0,9,"612,11"," R$  621,11 ","0,00%","1,45%","98,55%",193467,PLO6,,,
09/03/2026,120485,RodrigOscar,PIXPOKER,"99,54",0,0," R$  99,54 ","100,00%","0,00%","0,00%",120485,NLH,,,
09/03/2026,148134,pix148134,PIXPOKER,"3,21",0,0," R$  3,21 ","100,00%","0,00%","0,00%",148134,NLH,,,
09/03/2026,165646,pix165646,PIXPOKER,"8,12","11,6",0," R$  19,72 ","41,18%","58,82%","0,00%",165646,MTT,,,
09/03/2026,147210,Leooo_nery,PIXPOKER,0,"41,9","197,82"," R$  239,72 ","0,00%","17,48%","82,52%",147210,PLO6,,,
09/03/2026,190813,lapiada,PIXPOKER,"9,41",0,"217,1"," R$  226,51 ","4,15%","0,00%","95,85%",190813,PLO6,,,
09/03/2026,108992,andrade rr,PIXPOKER,"6,93","14,5","41,09"," R$  62,52 ","11,08%","23,19%","65,72%",108992,PLO6,,,
09/03/2026,132736,cara_de_moto,PIXPOKER,0,"10,5","35,82"," R$  46,32 ","0,00%","22,67%","77,33%",132736,PLO6,,,
09/03/2026,193504,pix193504,PIXPOKER,"1,51",0,"124,31"," R$  125,82 ","1,20%","0,00%","98,80%",193504,PLO6,,,
09/03/2026,131761,Limpaibestao,PIXPOKER,0,"64,7",0," R$  64,70 ","0,00%","100,00%","0,00%",131761,MTT,,,
09/03/2026,101140,TodasElas,PIXPOKER,0,0,"2,87"," R$  2,87 ","0,00%","0,00%","100,00%",101140,PLO6,,,
09/03/2026,119022,SKROTO,PIXPOKER,0,"30,5","35,32"," R$  65,82 ","0,00%","46,34%","53,66%",119022,PLO6,,,
09/03/2026,143087,boteneu,PIXPOKER,0,0,"15,3"," R$  15,30 ","0,00%","0,00%","100,00%",143087,PLO6,,,
09/03/2026,149559,Tata é  Fota,PIXPOKER,0,0,"10,4"," R$  10,40 ","0,00%","0,00%","100,00%",149559,PLO6,,,
09/03/2026,169412,PreDestinad0,PIXPOKER,"11,7","19,4","59,09"," R$  90,19 ","12,97%","21,51%","65,52%",169412,PLO6,,,
09/03/2026,101454,Mateus Marinho,PIXPOKER,0,0,0, R$  -   ,,,,101454,NLH,,,
09/03/2026,116061,Gabriel Teixeira,PIXPOKER,0,0,0, R$  -   ,,,,116061,NLH,,,
09/03/2026,136483,Alírio,PIXPOKER,0,0,0, R$  -   ,,,,136483,NLH,,,
09/03/2026,157420,Gaamoraa,PIXPOKER,0,0,0, R$  -   ,,,,157420,NLH,,,
09/03/2026,101166,jhonnypikeno,PIXPOKER,0,"0,3",0," R$  0,30 ","0,00%","100,00%","0,00%",101166,MTT,,,
09/03/2026,172532,BUDD,PIXPOKER,0,34,"903,84"," R$  937,84 ","0,00%","3,63%","96,37%",172532,PLO6,,,
09/03/2026,113267,BalaBala,PIXPOKER,0,0,"1,98"," R$  1,98 ","0,00%","0,00%","100,00%",113267,PLO6,,,
09/03/2026,171772,carlos.souza,PIXPOKER,0,0,"26,32"," R$  26,32 ","0,00%","0,00%","100,00%",171772,PLO6,,,
09/03/2026,108417,Cariri,PIXPOKER,"0,13","21,4",0," R$  21,53 ","0,60%","99,40%","0,00%",108417,MTT,,,
09/03/2026,100479,9Tnaipadin,PIXPOKER,0,0,"0,2"," R$  0,20 ","0,00%","0,00%","100,00%",100479,PLO6,,,
09/03/2026,101185,dual,PIXPOKER,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",101185,MTT,,,
09/03/2026,101227,MJ0906,PIXPOKER,0,0,0, R$  -   ,,,,101227,NLH,,,
09/03/2026,101229,OffThekingdepower,PIXPOKER,0,0,0, R$  -   ,,,,101229,NLH,,,
09/03/2026,160844,Willian Yabiku,PIXPOKER,0,50,0," R$  50,00 ","0,00%","100,00%","0,00%",160844,MTT,,,
09/03/2026,100469,TulioAraujo,PIXPOKER,0,"3,2",0," R$  3,20 ","0,00%","100,00%","0,00%",100469,MTT,,,
09/03/2026,130437,pedrin att,PIXPOKER,"271,39","17,9",0," R$  289,29 ","93,81%","6,19%","0,00%",130437,NLH,,,
09/03/2026,100823,andersen,PIXPOKER,"0,48",0,"1,33"," R$  1,81 ","26,52%","0,00%","73,48%",100823,PLO6,,,
09/03/2026,136435,KIKO_CPB,PIXPOKER,"4,98","0,2",0," R$  5,18 ","96,14%","3,86%","0,00%",136435,NLH,,,
09/03/2026,151826,Jack.Palmer,PIXPOKER,"12,67",0,0," R$  12,67 ","100,00%","0,00%","0,00%",151826,NLH,,,
09/03/2026,187654,Luiz Henrique,PIXPOKER,"7,62",0,"8,87"," R$  16,49 ","46,21%","0,00%","53,79%",187654,PLO6,,,
09/03/2026,119281,Juliocfh,PIXPOKER,0,"2,4","7,46"," R$  9,86 ","0,00%","24,34%","75,66%",119281,PLO6,,,
09/03/2026,122560,F3RRAD0,PIXPOKER,0,0,0, R$  -   ,,,,122560,NLH,,,
09/03/2026,120682,Hashbulla,PIXPOKER,"10,39","6,7","107,73"," R$  124,82 ","8,32%","5,37%","86,31%",120682,PLO6,,,
09/03/2026,127748,pytter.parke,PIXPOKER,0,0,"125,32"," R$  125,32 ","0,00%","0,00%","100,00%",127748,PLO6,,,
09/03/2026,170580,pix170580,PIXPOKER,0,0,"10,99"," R$  10,99 ","0,00%","0,00%","100,00%",170580,PLO6,,,
09/03/2026,183216,preta02,PIXPOKER,"8,25",0,"152,5"," R$  160,75 ","5,13%","0,00%","94,87%",183216,PLO6,,,
09/03/2026,107241,Tibau,PIXPOKER,0,0,"88,7"," R$  88,70 ","0,00%","0,00%","100,00%",107241,PLO6,,,
09/03/2026,158075,ZeDaManga1,PIXPOKER,"4,48",0,0," R$  4,48 ","100,00%","0,00%","0,00%",158075,NLH,,,
09/03/2026,172874,Silveira07,PIXPOKER,"0,53",0,"199,97"," R$  200,50 ","0,26%","0,00%","99,74%",172874,PLO6,,,
09/03/2026,193858,cocaquente,PIXPOKER,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",193858,MTT,,,
09/03/2026,123435,El Bandolero,PIXPOKER,0,0,"34,96"," R$  34,96 ","0,00%","0,00%","100,00%",123435,PLO6,,,
09/03/2026,133097,URACAN,PIXPOKER,"20,57",0,"80,74"," R$  101,31 ","20,30%","0,00%","79,70%",133097,PLO6,,,
09/03/2026,186865,pix186865,PIXPOKER,0,0,"191,93"," R$  191,93 ","0,00%","0,00%","100,00%",186865,PLO6,,,
09/03/2026,142465,crrc79,PIXPOKER,0,75,"83,67"," R$  158,67 ","0,00%","47,27%","52,73%",142465,PLO6,,,
09/03/2026,165675,advdopovo,PIXPOKER,"12,6",0,"22,02"," R$  34,62 ","36,40%","0,00%","63,60%",165675,PLO6,,,
09/03/2026,172194,gringo01,PIXPOKER,"110,47",0,"19,19"," R$  129,66 ","85,20%","0,00%","14,80%",172194,NLH,,,
09/03/2026,190191,Paulo XM,PIXPOKER,"50,72","1,4","25,46"," R$  77,58 ","65,38%","1,80%","32,82%",190191,NLH,,,
09/03/2026,194206,pix194206,PIXPOKER,"37,85","0,5","142,31"," R$  180,66 ","20,95%","0,28%","78,77%",194206,PLO6,,,
09/03/2026,194255,calleri,PIXPOKER,"0,62",0,"591,85"," R$  592,47 ","0,10%","0,00%","99,90%",194255,PLO6,,,
09/03/2026,100233,BlefsonSilva,PIXPOKER,0,9,"1085,99"," R$  1.094,99 ","0,00%","0,82%","99,18%",100233,PLO6,,,
09/03/2026,160169,MestreDosMauros,PIXPOKER,0,"2,5","566,29"," R$  568,79 ","0,00%","0,44%","99,56%",160169,PLO6,,,
09/03/2026,127489,BruSsani95,PIXPOKER,0,0,"3,05"," R$  3,05 ","0,00%","0,00%","100,00%",127489,PLO6,,,
09/03/2026,181651,pix181651,PIXPOKER,"2,76",0,"670,45"," R$  673,21 ","0,41%","0,00%","99,59%",181651,PLO6,,,
09/03/2026,185542,pivete,PIXPOKER,"0,34",0,"78,74"," R$  79,08 ","0,43%","0,00%","99,57%",185542,PLO6,,,
09/03/2026,128079,italoko,PIXPOKER,0,"1,9","77,62"," R$  79,52 ","0,00%","2,39%","97,61%",128079,PLO6,,,
09/03/2026,152826,pix152826,PIXPOKER,0,0,"61,34"," R$  61,34 ","0,00%","0,00%","100,00%",152826,PLO6,,,
09/03/2026,153312,jack,PIXPOKER,0,4,"36,2"," R$  40,20 ","0,00%","9,95%","90,05%",153312,PLO6,,,
09/03/2026,158143,tudo35,PIXPOKER,0,"0,2","47,49"," R$  47,69 ","0,00%","0,42%","99,58%",158143,PLO6,,,
09/03/2026,182051,patraozinho,PIXPOKER,0,"19,5","64,89"," R$  84,39 ","0,00%","23,11%","76,89%",182051,PLO6,,,
09/03/2026,172030,ChaparralJr,PIXPOKER,0,27,"209,71"," R$  236,71 ","0,00%","11,41%","88,59%",172030,PLO6,,,
09/03/2026,100819,A:.L:.,PIXPOKER,0,0,0, R$  -   ,,,,100819,NLH,,,
09/03/2026,107341,Luiz Carlos,PIXPOKER,"3,15",0,"6,97"," R$  10,12 ","31,13%","0,00%","68,87%",107341,PLO6,,,
09/03/2026,143424,eider junior,PIXPOKER,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",143424,MTT,,,
09/03/2026,153414,LoganB,PIXPOKER,0,13,0," R$  13,00 ","0,00%","100,00%","0,00%",153414,MTT,,,
09/03/2026,193890,pix193890,PIXPOKER,"9,6","30,1","0,27"," R$  39,97 ","24,02%","75,31%","0,68%",193890,MTT,,,
09/03/2026,133382,martinsScc,PIXPOKER,"40,6",0,0," R$  40,60 ","100,00%","0,00%","0,00%",133382,NLH,,,
09/03/2026,188416,juliomoneymaker,PIXPOKER,0,36,0," R$  36,00 ","0,00%","100,00%","0,00%",188416,MTT,,,
09/03/2026,189235,pix189235,PIXPOKER,0,20,0," R$  20,00 ","0,00%","100,00%","0,00%",189235,MTT,,,
09/03/2026,149955,seu venâncio,PIXPOKER,"3,23","8,1",0," R$  11,33 ","28,51%","71,49%","0,00%",149955,MTT,,,
09/03/2026,160135,pix160135,PIXPOKER,"38,07","0,1",0," R$  38,17 ","99,74%","0,26%","0,00%",160135,NLH,,,
09/03/2026,188349,francisco,PIXPOKER,"28,1",0,0," R$  28,10 ","100,00%","0,00%","0,00%",188349,NLH,,,
09/03/2026,193637,BeNSharK?,PIXPOKER,"6,07",20,0," R$  26,07 ","23,28%","76,72%","0,00%",193637,MTT,,,
09/03/2026,151756,Mw81,PIXPOKER,0,15,0," R$  15,00 ","0,00%","100,00%","0,00%",151756,MTT,,,
09/03/2026,126452,Brunov86,PIXPOKER,0,0,"6,67"," R$  6,67 ","0,00%","0,00%","100,00%",126452,PLO6,,,
09/03/2026,194449,pix194449,PIXPOKER,0,0,"218,84"," R$  218,84 ","0,00%","0,00%","100,00%",194449,PLO6,,,
09/03/2026,123986,D10xxx,PIXPOKER,"5,47","21,7","5,54"," R$  32,71 ","16,72%","66,34%","16,94%",123986,MTT,,,
09/03/2026,153919,Boiadeiro,PIXPOKER,"10,63",0,"0,11"," R$  10,74 ","98,98%","0,00%","1,02%",153919,NLH,,,
09/03/2026,162361,pix162361,PIXPOKER,"13,78",0,"8,62"," R$  22,40 ","61,52%","0,00%","38,48%",162361,NLH,,,
09/03/2026,171909,bregas,PIXPOKER,"17,95",0,"3,53"," R$  21,48 ","83,57%","0,00%","16,43%",171909,NLH,,,
09/03/2026,188565,Linhares ELDS,PIXPOKER,"67,74",0,0," R$  67,74 ","100,00%","0,00%","0,00%",188565,NLH,,,
09/03/2026,101162,Messi10?,PIXPOKER,0,0,"1007,64"," R$  1.007,64 ","0,00%","0,00%","100,00%",101162,PLO6,,,
09/03/2026,189882,pix189882,PIXPOKER,"1,89",0,"16,86"," R$  18,75 ","10,08%","0,00%","89,92%",189882,PLO6,,,
09/03/2026,100588,Ruivo,PIXPOKER,0,0,"29,84"," R$  29,84 ","0,00%","0,00%","100,00%",100588,PLO6,,,
09/03/2026,147771,LTOS19,PIXPOKER,"8,01",0,"18,74"," R$  26,75 ","29,94%","0,00%","70,06%",147771,PLO6,,,
09/03/2026,158531,well99,PIXPOKER,0,0,0, R$  -   ,,,,158531,NLH,,,
09/03/2026,171921,Arthuralp,PIXPOKER,0,0,0, R$  -   ,,,,171921,NLH,,,
09/03/2026,179909,Trilheiro???,PIXPOKER,0,"21,95",0," R$  21,95 ","0,00%","100,00%","0,00%",179909,MTT,,,
09/03/2026,146898,Dann,PIXPOKER,0,0,"44,52"," R$  44,52 ","0,00%","0,00%","100,00%",146898,PLO6,,,
09/03/2026,151894,emersonTHE,PIXPOKER,"10,67",0,0," R$  10,67 ","100,00%","0,00%","0,00%",151894,NLH,,,
09/03/2026,153998,pix153998,PIXPOKER,0,0,"6,04"," R$  6,04 ","0,00%","0,00%","100,00%",153998,PLO6,,,
09/03/2026,191614,pix191614,PIXPOKER,"0,99",0,"64,51"," R$  65,50 ","1,51%","0,00%","98,49%",191614,PLO6,,,
09/03/2026,109291,shampooo,PIXPOKER,0,2,0," R$  2,00 ","0,00%","100,00%","0,00%",109291,MTT,,,
09/03/2026,108683,Rei das Bruxas,PIXPOKER,"2,56",0,"2,32"," R$  4,88 ","52,46%","0,00%","47,54%",108683,NLH,,,
09/03/2026,140832,VICIADA,PIXPOKER,0,0,"21,05"," R$  21,05 ","0,00%","0,00%","100,00%",140832,PLO6,,,
09/03/2026,101525,Vitin do Pokker tian,PIXPOKER,0,0,"116,79"," R$  116,79 ","0,00%","0,00%","100,00%",101525,PLO6,,,
09/03/2026,157261,amv3ct,PIXPOKER,0,14,0," R$  14,00 ","0,00%","100,00%","0,00%",157261,MTT,,,
09/03/2026,185757,chica,PIXPOKER,0,"12,3","42,89"," R$  55,19 ","0,00%","22,29%","77,71%",185757,PLO6,,,
09/03/2026,124196,mjr.,PIXPOKER,"0,09",0,"64,34"," R$  64,43 ","0,14%","0,00%","99,86%",124196,PLO6,,,
09/03/2026,140015,NenTrindade,PIXPOKER,0,0,"18,53"," R$  18,53 ","0,00%","0,00%","100,00%",140015,PLO6,,,
09/03/2026,158650,pix158650,PIXPOKER,0,0,"291,96"," R$  291,96 ","0,00%","0,00%","100,00%",158650,PLO6,,,
09/03/2026,180023,piru,PIXPOKER,0,0,"27,66"," R$  27,66 ","0,00%","0,00%","100,00%",180023,PLO6,,,
09/03/2026,191542,pix191542,PIXPOKER,"0,4",0,"35,49"," R$  35,89 ","1,11%","0,00%","98,89%",191542,PLO6,,,
09/03/2026,192585,Carlosbonsucesso,PIXPOKER,0,0,"333,5"," R$  333,50 ","0,00%","0,00%","100,00%",192585,PLO6,,,
09/03/2026,194211,Cuiudo,PIXPOKER,"2,68",0,"278,86"," R$  281,54 ","0,95%","0,00%","99,05%",194211,PLO6,,,
09/03/2026,189032,Gabriel G,PIXPOKER,"3,87",0,"1,27"," R$  5,14 ","75,29%","0,00%","24,71%",189032,NLH,,,
09/03/2026,155880,monitoramento,PIXPOKER,"4,2",0,0," R$  4,20 ","100,00%","0,00%","0,00%",155880,NLH,,,
09/03/2026,159890,pix232346,PIXPOKER,"0,95",0,0," R$  0,95 ","100,00%","0,00%","0,00%",159890,NLH,,,
09/03/2026,179974,Bezim09,PIXPOKER,"13,05",0,0," R$  13,05 ","100,00%","0,00%","0,00%",179974,NLH,,,
09/03/2026,187520,pix187520,PIXPOKER,5,"1,4",0," R$  6,40 ","78,13%","21,88%","0,00%",187520,NLH,,,
09/03/2026,189262,ZeNuts,PIXPOKER,"20,86",0,0," R$  20,86 ","100,00%","0,00%","0,00%",189262,NLH,,,
09/03/2026,191320,zobaa,PIXPOKER,"7,42","2,4","4,18"," R$  14,00 ","53,00%","17,14%","29,86%",191320,NLH,,,
09/03/2026,192358,pix192358,PIXPOKER,"18,37",0,0," R$  18,37 ","100,00%","0,00%","0,00%",192358,NLH,,,
09/03/2026,194270,Laurinha,PIXPOKER,"22,15",0,0," R$  22,15 ","100,00%","0,00%","0,00%",194270,NLH,,,
09/03/2026,122961,davidtubas,PIXPOKER,"0,19",0,"1,6"," R$  1,79 ","10,61%","0,00%","89,39%",122961,PLO6,,,
09/03/2026,145865,pix145865,PIXPOKER,"5,21","5,8",0," R$  11,01 ","47,32%","52,68%","0,00%",145865,MTT,,,
09/03/2026,147415,ceezar,PIXPOKER,"18,83",0,"55,4"," R$  74,23 ","25,37%","0,00%","74,63%",147415,PLO6,,,
09/03/2026,158848,titezera,PIXPOKER,"3,86","4,4",0," R$  8,26 ","46,73%","53,27%","0,00%",158848,MTT,,,
09/03/2026,171411,?uturo?,PIXPOKER,"1,52","18,2",0," R$  19,72 ","7,71%","92,29%","0,00%",171411,MTT,,,
09/03/2026,176070,ªLL-YÏññ17º,PIXPOKER,"1,85","0,4",0," R$  2,25 ","82,22%","17,78%","0,00%",176070,NLH,,,
09/03/2026,181613,tyago,PIXPOKER,"7,63",0,"5,21"," R$  12,84 ","59,42%","0,00%","40,58%",181613,NLH,,,
09/03/2026,188429,CÃO MIÚDO,PIXPOKER,"7,73","0,6",0," R$  8,33 ","92,80%","7,20%","0,00%",188429,NLH,,,
09/03/2026,193173,Thiarley777,PIXPOKER,"55,57",0,0," R$  55,57 ","100,00%","0,00%","0,00%",193173,NLH,,,
09/03/2026,193731,iangabriel,PIXPOKER,"40,6",0,"13,15"," R$  53,75 ","75,53%","0,00%","24,47%",193731,NLH,,,
09/03/2026,194442,Jhon_PB,PIXPOKER,"27,86",0,0," R$  27,86 ","100,00%","0,00%","0,00%",194442,NLH,,,
09/03/2026,123060,Dayak,PIXPOKER,0,0,"8,84"," R$  8,84 ","0,00%","0,00%","100,00%",123060,PLO6,,,
09/03/2026,124657,Mr.Tank,PIXPOKER,0,0,"9,55"," R$  9,55 ","0,00%","0,00%","100,00%",124657,PLO6,,,
09/03/2026,177526,XRafaBoassX,PIXPOKER,"2,37",0,"2,61"," R$  4,98 ","47,59%","0,00%","52,41%",177526,PLO6,,,
09/03/2026,183918,magovk12,PIXPOKER,0,0,"34,89"," R$  34,89 ","0,00%","0,00%","100,00%",183918,PLO6,,,
09/03/2026,189391,Shell271,PIXPOKER,"1,38",0,"55,71"," R$  57,09 ","2,42%","0,00%","97,58%",189391,PLO6,,,
09/03/2026,193774,Grabbovoy,PIXPOKER,0,45,"22,53"," R$  67,53 ","0,00%","66,64%","33,36%",193774,MTT,,,
09/03/2026,152480,Boca,PIXPOKER,0,0,"233,27"," R$  233,27 ","0,00%","0,00%","100,00%",152480,PLO6,,,
09/03/2026,190372,Naécio10,PIXPOKER,"43,28",0,0," R$  43,28 ","100,00%","0,00%","0,00%",190372,NLH,,,
09/03/2026,193215,pix193215,PIXPOKER,"27,45",0,0," R$  27,45 ","100,00%","0,00%","0,00%",193215,NLH,,,
09/03/2026,148535,amisraelchai??,PIXPOKER,0,"63,4",0," R$  63,40 ","0,00%","100,00%","0,00%",148535,MTT,,,
09/03/2026,172253,bob Marley,PIXPOKER,0,0,"75,31"," R$  75,31 ","0,00%","0,00%","100,00%",172253,PLO6,,,
09/03/2026,152039,VtNC ApP,PIXPOKER,0,0,"12,5"," R$  12,50 ","0,00%","0,00%","100,00%",152039,PLO6,,,
09/03/2026,165073,pix165073,PIXPOKER,"0,41",0,"28,64"," R$  29,05 ","1,41%","0,00%","98,59%",165073,PLO6,,,
09/03/2026,188457,tomate,PIXPOKER,0,"51,3",0," R$  51,30 ","0,00%","100,00%","0,00%",188457,MTT,,,
09/03/2026,181795,henrique esc,PIXPOKER,"58,01",5,"5,46"," R$  68,47 ","84,72%","7,30%","7,97%",181795,NLH,,,
